,acousticness,danceability,energy,instrumentalness,loudness,speechiness,tempo,valence,key,duration_ms
15167,0.288,0.504,0.556,0.000246,-6.19,0.0263,81.008,0.276,8.0,251200.0
15168,0.08,0.457,0.406,0.0,-7.462,0.0291,151.95,0.208,9.0,223067.0
15169,0.114,0.459,0.427,0.0,-7.734,0.0267,139.902,0.354,7.0,195493.0
15170,0.166,0.498,0.634,0.0,-5.214,0.0288,144.104,0.36,3.0,232960.0
15171,0.0264,0.84,0.476,0.0,-7.918,0.0629,139.987,0.767,0.0,201400.0
15172,0.269,0.64,0.743,0.0,-4.08,0.0379,122.035,0.361,10.0,262533.0
15173,0.0717,0.726,0.7,0.0,-5.881,0.0998,146.559,0.673,2.0,246333.0
15174,0.188,0.638,0.656,0.0,-5.886,0.0357,104.036,0.225,5.0,262467.0
15175,0.163,0.414,0.572,0.0,-3.918,0.0311,145.184,0.16,8.0,228280.0
15176,0.163,0.622,0.593,0.0,-8.352,0.0916,94.364,0.607,7.0,249093.0
15177,0.199,0.56,0.595,6.47e-05,-4.53,0.0274,104.011,0.144,9.0,267960.0
15178,0.0088,0.537,0.674,0.0,-5.134,0.0277,136.002,0.33,5.0,214107.0
15179,0.717,0.55,0.373,0.0,-6.31,0.0286,101.84,0.101,4.0,265613.0
15180,0.248,0.587,0.583,0.0,-5.284,0.0313,139.92,0.15,5.0,219493.0
15181,0.0292,0.653,0.604,0.0,-6.017,0.0278,118.016,0.101,8.0,184400.0
15182,0.136,0.421,0.728,0.0,-5.644,0.035,150.12,0.311,7.0,244667.0
15183,0.134,0.662,0.693,0.0,-4.298,0.0698,86.009,0.655,3.0,252120.0
15184,0.731,0.557,0.442,1.46e-05,-7.224,0.0243,146.277,0.213,5.0,309600.0
15185,0.947,0.521,0.155,9.32e-06,-12.147,0.0286,75.003,0.16,0.0,261653.0
15186,0.273,0.422,0.712,0.0,-5.907,0.1,78.454,0.471,11.0,261160.0
15187,0.556,0.484,0.439,0.0,-5.995,0.0336,69.945,0.157,2.0,304013.0
15188,0.88,0.579,0.385,2.17e-06,-7.885,0.0256,103.779,0.145,7.0,259507.0
15189,0.764,0.518,0.354,0.00055,-9.141,0.029,137.749,0.315,11.0,219840.0
15190,0.421,0.699,0.403,0.0,-8.564,0.0614,113.922,0.5,11.0,292000.0
15191,0.158,0.633,0.755,0.0,-6.566,0.0421,138.96,0.729,4.0,230933.0
15192,0.928,0.469,0.132,0.0,-14.001,0.0798,66.989,0.36,10.0,281467.0
15193,0.902,0.436,0.141,2.81e-06,-13.271,0.0308,76.64,0.146,0.0,198227.0
15194,0.314,0.796,0.477,0.0,-7.161,0.108,119.928,0.685,1.0,231933.0
15195,0.167,0.739,0.511,1.34e-06,-7.844,0.0362,96.038,0.542,9.0,215360.0
15196,0.623,0.718,0.583,0.000681,-7.884,0.0288,119.971,0.422,7.0,212320.0
15197,0.15,0.775,0.729,0.0,-5.373,0.0491,77.002,0.923,7.0,223667.0
15198,0.0257,0.579,0.611,0.0,-6.188,0.0223,87.09,0.199,1.0,279240.0
15199,0.106,0.76,0.563,0.0,-6.975,0.028,99.023,0.359,4.0,193240.0
15200,0.0771,0.634,0.69,0.0,-7.804,0.052,94.988,0.645,6.0,253307.0
15201,0.247,0.476,0.407,0.0,-9.239,0.0368,178.258,0.226,4.0,242467.0
15202,0.0913,0.608,0.768,0.0,-5.227,0.0475,88.059,0.809,0.0,244880.0
15203,0.144,0.63,0.696,0.0,-4.501,0.0242,94.034,0.491,10.0,261427.0
15204,0.575,0.667,0.361,0.00506,-8.69,0.0273,134.018,0.29,1.0,242000.0
15205,0.00239,0.429,0.661,0.000121,-7.227,0.0281,173.372,0.285,11.0,266773.0
15206,0.098,0.491,0.593,0.0,-5.975,0.0255,144.142,0.328,0.0,231760.0
15207,0.0629,0.671,0.646,0.0,-7.544,0.0267,91.984,0.374,0.0,221360.0
15208,0.0476,0.872,0.872,0.00112,-6.328,0.139,116.948,0.809,1.0,223080.0
15209,0.00961,0.582,0.529,0.000554,-7.637,0.0248,166.134,0.567,11.0,231707.0
15210,0.06,0.448,0.665,2.55e-05,-4.203,0.026,172.004,0.304,9.0,237147.0
15211,0.0822,0.582,0.707,0.0,-4.487,0.0319,78.375,0.701,10.0,207560.0
15212,0.00584,0.706,0.8,0.0,-6.333,0.0399,100.011,0.629,5.0,259333.0
15213,0.291,0.616,0.47,0.0,-6.092,0.0253,80.03,0.325,5.0,210507.0
15214,0.48,0.492,0.579,0.0,-5.65,0.0412,123.835,0.46,2.0,227213.0
15215,0.141,0.633,0.534,0.0,-7.844,0.0272,113.999,0.332,1.0,299360.0
15216,0.294,0.625,0.414,0.0,-8.7,0.0369,130.088,0.669,0.0,189613.0
15217,0.0275,0.512,0.662,0.0,-6.797,0.0439,180.114,0.472,3.0,228347.0
15218,0.594,0.688,0.477,0.0,-6.684,0.036,127.866,0.257,9.0,196227.0
15219,0.0605,0.673,0.66,2.47e-06,-4.764,0.0577,152.219,0.803,2.0,212773.0
15220,0.283,0.548,0.554,0.0,-6.408,0.0587,79.918,0.382,9.0,207507.0
15221,0.064,0.688,0.519,0.0,-4.285,0.0283,116.714,0.318,5.0,255333.0
15222,0.538,0.585,0.702,0.0,-5.734,0.0325,139.909,0.51,0.0,201533.0
15223,0.748,0.371,0.268,0.0517,-10.506,0.0281,102.617,0.165,1.0,227093.0
15224,0.437,0.605,0.629,0.0,-5.051,0.0279,99.894,0.308,10.0,241373.0
15225,0.429,0.514,0.435,2.18e-05,-7.772,0.0288,90.078,0.408,9.0,189307.0
15226,0.155,0.637,0.521,0.0,-6.959,0.109,83.896,0.562,4.0,261427.0
15227,0.195,0.461,0.695,1.04e-06,-7.623,0.0293,179.609,0.309,2.0,240680.0
15228,0.234,0.671,0.635,0.000855,-5.534,0.0682,83.015,0.918,6.0,188160.0
15229,0.288,0.621,0.417,0.0,-6.941,0.0231,99.953,0.289,10.0,203040.0
15230,0.0409,0.682,0.629,0.0,-5.815,0.0233,93.488,0.612,9.0,250413.0
15231,0.459,0.598,0.4,0.0,-10.054,0.0241,96.938,0.369,6.0,203546.0
15232,0.539,0.496,0.507,0.0,-6.073,0.0263,79.808,0.203,4.0,222160.0
15233,0.00199,0.674,0.867,0.0,-4.329,0.0462,88.04,0.821,1.0,226827.0
15234,0.252,0.575,0.786,0.0,-4.353,0.0296,96.102,0.518,9.0,230093.0
15235,0.274,0.391,0.461,9.41e-06,-8.789,0.0288,166.089,0.417,10.0,235667.0
15236,0.332,0.314,0.294,6.11e-06,-7.585,0.0304,62.255,0.235,8.0,106715.0
15237,0.272,0.312,0.499,0.0,-6.282,0.0397,148.173,0.191,7.0,273640.0
15238,0.142,0.309,0.783,1.11e-06,-4.154,0.0405,175.788,0.372,10.0,202067.0
15239,0.295,0.532,0.554,0.0,-5.923,0.0301,74.916,0.107,4.0,236240.0
15240,0.0638,0.549,0.651,6.95e-05,-8.122,0.0265,80.934,0.444,5.0,243960.0
15241,0.157,0.578,0.756,0.000232,-5.82,0.115,176.739,0.663,2.0,201173.0
15242,0.0746,0.668,0.727,3.6e-06,-4.719,0.0271,89.995,0.555,9.0,244893.0
15243,0.0298,0.446,0.701,8.89e-06,-4.179,0.0295,159.958,0.394,9.0,237000.0
15244,0.508,0.639,0.534,0.0,-5.588,0.0281,122.931,0.434,5.0,240492.0
15245,0.117,0.695,0.599,0.0,-6.394,0.0317,123.949,0.187,1.0,244107.0
15246,0.39,0.686,0.688,1.03e-06,-4.981,0.0254,123.125,0.493,6.0,212373.0
15247,0.0365,0.581,0.747,1.69e-06,-6.682,0.0283,146.301,0.514,7.0,248547.0
15248,0.363,0.593,0.74,2.22e-05,-6.12,0.0339,118.008,0.502,8.0,208107.0
15249,0.205,0.708,0.641,0.0,-4.271,0.0335,113.082,0.253,7.0,268120.0
15250,0.566,0.687,0.537,0.0,-7.631,0.0294,120.03,0.265,10.0,257307.0
15251,0.844,0.608,0.37,1.87e-05,-9.207,0.0306,127.631,0.349,7.0,225907.0
15252,0.216,0.559,0.688,0.0,-6.496,0.114,79.753,0.578,7.0,213173.0
15253,0.0206,0.647,0.729,0.0489,-6.251,0.0236,94.01,0.687,5.0,249627.0
15254,0.1,0.655,0.791,0.000124,-8.923,0.0302,118.981,0.862,0.0,234827.0
15255,0.0799,0.568,0.782,0.0,-5.968,0.0396,141.942,0.481,6.0,267227.0
15256,0.832,0.506,0.152,0.0,-11.281,0.0456,136.516,0.398,5.0,219333.0
15257,0.164,0.209,0.417,0.00196,-8.74,0.0338,138.178,0.124,3.0,295533.0
15258,0.222,0.636,0.625,5.35e-05,-7.895,0.0277,93.931,0.342,11.0,249120.0
15259,0.565,0.693,0.43,0.0,-9.395,0.0442,151.001,0.731,11.0,243494.0
15260,0.0921,0.689,0.685,0.0,-5.153,0.0478,160.067,0.398,3.0,294200.0
15261,0.0717,0.61,0.649,2.69e-06,-6.688,0.0352,141.643,0.708,1.0,244698.0
15262,0.105,0.557,0.636,4.95e-06,-4.796,0.0282,78.797,0.421,6.0,225973.0
15263,0.503,0.51,0.48,0.0,-6.567,0.0452,182.862,0.496,11.0,196987.0
15264,0.872,0.656,0.291,0.0,-10.572,0.0293,103.971,0.298,2.0,232533.0
15265,0.339,0.493,0.59,0.0,-5.814,0.0392,169.908,0.502,0.0,226387.0
15266,0.153,0.481,0.638,0.0,-5.862,0.0276,79.064,0.497,0.0,259933.0
15267,0.603,0.609,0.444,6.86e-06,-9.129,0.106,118.402,0.166,7.0,228707.0
15268,0.315,0.558,0.481,8.83e-06,-9.487,0.026,144.673,0.631,8.0,219093.0
15269,0.246,0.542,0.589,0.0,-6.813,0.0284,133.838,0.336,8.0,251280.0
15270,0.248,0.697,0.467,0.0,-7.536,0.0715,82.082,0.572,9.0,229413.0
15271,0.0652,0.72,0.668,0.00664,-7.928,0.0269,123.007,0.768,9.0,280027.0
15272,0.422,0.735,0.451,0.0,-9.278,0.0346,125.953,0.327,8.0,201027.0
15273,0.0475,0.533,0.512,0.0,-6.851,0.0288,75.984,0.553,4.0,234867.0
15274,0.246,0.452,0.574,0.0,-8.336,0.31,92.791,0.58,6.0,207187.0
15275,0.241,0.605,0.704,0.0,-6.564,0.0476,80.925,0.4,5.0,220413.0
15276,0.0844,0.747,0.706,0.00355,-4.653,0.0413,94.019,0.567,4.0,185013.0
15277,0.403,0.628,0.834,0.0,-6.341,0.0497,97.865,0.626,6.0,215507.0
15278,0.00338,0.457,0.892,4.46e-06,-5.926,0.0986,93.664,0.508,10.0,235293.0
15279,0.407,0.526,0.665,0.000271,-4.997,0.0243,158.493,0.285,4.0,273467.0
15280,0.228,0.651,0.663,0.0,-5.569,0.0281,102.0,0.465,0.0,259453.0
15281,0.448,0.599,0.785,0.00336,-4.013,0.0309,140.046,0.52,3.0,233640.0
15282,0.179,0.507,0.55,9.56e-05,-6.224,0.0241,175.915,0.575,6.0,248040.0
15283,0.96,0.624,0.285,2.72e-05,-11.067,0.0309,109.845,0.316,10.0,127440.0
15284,0.0521,0.466,0.759,0.0,-4.978,0.199,160.033,0.328,8.0,264373.0
15285,0.836,0.674,0.413,1.95e-05,-7.816,0.0274,124.893,0.503,2.0,237907.0
15286,0.3,0.725,0.583,0.000238,-9.942,0.0427,79.984,0.762,1.0,218360.0
15287,0.899,0.53,0.289,0.0,-7.503,0.0291,86.602,0.444,2.0,220013.0
15288,0.257,0.662,0.507,0.0,-8.238,0.118,86.412,0.676,5.0,223440.0
15289,0.367,0.55,0.581,0.0,-6.253,0.0325,165.981,0.475,2.0,283507.0
15290,0.0457,0.488,0.443,0.0,-6.967,0.0276,146.952,0.192,7.0,273853.0
15291,0.907,0.317,0.172,0.000383,-10.636,0.0326,65.18,0.0963,10.0,212040.0
15292,0.0207,0.69,0.767,0.0,-3.411,0.14,187.993,0.668,11.0,260013.0
15293,0.371,0.289,0.507,0.0,-5.966,0.0328,68.673,0.135,2.0,218667.0
15294,0.33,0.605,0.561,0.0,-8.452,0.0307,133.932,0.405,0.0,253000.0
15295,0.314,0.633,0.684,8.95e-05,-4.314,0.591,209.688,0.725,10.0,213573.0
15296,0.597,0.624,0.332,0.000679,-9.989,0.0365,96.864,0.397,4.0,196473.0
15297,0.469,0.913,0.459,0.000889,-7.528,0.0446,114.996,0.848,5.0,215385.0
15298,0.202,0.758,0.486,0.000896,-7.617,0.0424,109.96,0.513,11.0,364333.0
15299,0.829,0.446,0.295,0.0,-9.711,0.0321,119.931,0.197,0.0,213933.0
15300,0.908,0.657,0.258,2.79e-06,-12.613,0.0311,127.725,0.318,10.0,184301.0
15301,0.799,0.458,0.464,3.42e-05,-9.126,0.031,122.821,0.256,5.0,194267.0
15302,0.561,0.52,0.491,0.000208,-6.003,0.0258,81.934,0.414,2.0,194053.0
15303,0.566,0.389,0.492,0.0419,-11.468,0.0387,80.77,0.346,2.0,263320.0
15304,0.832,0.396,0.29,0.0597,-13.814,0.0396,161.275,0.214,3.0,247893.0
15305,0.879,0.434,0.348,0.795,-10.593,0.0302,164.64,0.225,4.0,197933.0
15306,0.723,0.573,0.336,0.000109,-13.754,0.0514,72.942,0.416,5.0,211510.0
15307,0.201,0.538,0.431,1.53e-05,-8.732,0.0288,82.976,0.286,0.0,201053.0
15308,0.151,0.633,0.358,2.03e-05,-7.587,0.0302,151.651,0.372,0.0,263253.0
15309,0.818,0.454,0.525,3.13e-05,-6.585,0.0495,125.993,0.146,6.0,221599.0
15310,0.11,0.639,0.439,0.724,-9.64,0.0306,130.048,0.23,5.0,243787.0
15311,0.238,0.747,0.712,0.000668,-6.641,0.0368,77.988,0.862,5.0,174599.0
15312,0.574,0.487,0.618,0.00419,-5.416,0.137,75.583,0.37,2.0,206880.0
15313,0.586,0.577,0.352,2.79e-05,-9.752,0.0322,172.073,0.354,7.0,205905.0
15314,0.00699,0.265,0.79,0.0,-3.702,0.0366,136.075,0.248,7.0,205293.0
15315,0.625,0.471,0.49,0.000608,-9.044,0.0469,116.436,0.386,10.0,222816.0
15316,0.384,0.732,0.72,0.00454,-8.347,0.0274,115.017,0.739,2.0,207248.0
15317,0.276,0.575,0.906,0.0,-3.68,0.055,100.008,0.371,9.0,197475.0
15318,0.874,0.361,0.172,0.168,-15.245,0.0356,177.118,0.15,7.0,157801.0
15319,0.801,0.554,0.477,0.00552,-8.335,0.0247,167.973,0.195,11.0,277143.0
15320,0.0861,0.601,0.799,0.0388,-7.069,0.0357,160.987,0.688,6.0,240360.0
15321,0.809,0.793,0.321,0.000751,-10.985,0.033,85.992,0.471,5.0,213024.0
15322,0.843,0.434,0.535,0.000357,-9.632,0.0371,159.836,0.877,11.0,222867.0
15323,0.582,0.756,0.367,0.19,-10.849,0.0397,127.894,0.523,2.0,173303.0
15324,0.806,0.445,0.338,0.0109,-10.928,0.0305,109.918,0.318,9.0,180011.0
15325,0.78,0.674,0.355,0.000571,-11.398,0.0496,75.07,0.24,8.0,192160.0
15326,0.62,0.645,0.295,0.419,-12.59,0.0272,75.902,0.343,10.0,90227.0
15327,0.914,0.681,0.228,1.89e-06,-12.906,0.0326,119.798,0.701,3.0,167892.0
15328,0.641,0.614,0.617,0.000178,-4.23,0.0295,105.933,0.15,8.0,305000.0
15329,0.188,0.721,0.398,7.5e-06,-10.718,0.0267,97.984,0.668,5.0,149773.0
15330,0.611,0.589,0.723,0.0234,-8.719,0.0434,79.953,0.727,6.0,249413.0
15331,0.918,0.461,0.147,0.000638,-14.022,0.033,78.809,0.267,4.0,193800.0
15332,0.471,0.507,0.549,0.712,-8.511,0.0349,140.041,0.386,3.0,278686.0
15333,0.914,0.44,0.269,0.261,-10.769,0.0262,103.877,0.138,5.0,234383.0
15334,0.657,0.772,0.52,0.0198,-8.95,0.0651,121.086,0.546,11.0,168317.0
15335,0.231,0.677,0.678,2.1e-05,-6.377,0.0298,136.946,0.768,7.0,266707.0
15336,0.41,0.536,0.286,0.00671,-12.444,0.0287,89.74,0.242,2.0,201627.0
15337,0.00293,0.532,0.928,0.000172,-5.805,0.0608,96.034,0.408,4.0,216548.0
15338,0.535,0.755,0.289,0.000529,-9.658,0.0614,177.98,0.646,2.0,204453.0
15339,0.455,0.683,0.547,0.606,-9.949,0.043,128.967,0.489,0.0,232907.0
15340,0.62,0.75,0.344,0.534,-11.326,0.0269,103.999,0.194,9.0,246667.0
15341,0.721,0.531,0.319,0.000629,-7.844,0.0316,141.602,0.281,9.0,247830.0
15342,0.0118,0.553,0.71,0.00111,-6.657,0.0424,83.026,0.262,0.0,227374.0
15343,0.77,0.257,0.213,0.0,-11.787,0.0364,55.309,0.209,11.0,211733.0
15344,0.737,0.696,0.261,1.24e-05,-12.107,0.0361,136.053,0.361,9.0,178547.0
15345,0.312,0.51,0.385,0.0369,-8.546,0.0298,173.945,0.115,8.0,261476.0
15346,0.508,0.597,0.279,1.24e-05,-11.244,0.125,169.191,0.406,1.0,181707.0
15347,0.399,0.648,0.327,0.00791,-11.638,0.0273,97.023,0.149,4.0,240787.0
15348,0.43,0.766,0.571,0.135,-9.764,0.0385,93.075,0.716,4.0,149423.0
15349,0.312,0.724,0.616,0.0,-6.073,0.0426,107.964,0.729,9.0,166453.0
15350,0.93,0.572,0.243,0.00421,-12.085,0.0282,99.825,0.46,4.0,160821.0
15351,0.956,0.283,0.223,0.000617,-14.349,0.0408,83.478,0.302,6.0,250251.0
15352,0.255,0.412,0.348,0.00145,-10.229,0.029,137.469,0.427,4.0,300587.0
15353,0.579,0.574,0.44,0.0,-8.274,0.024,84.992,0.365,0.0,193032.0
15354,0.182,0.599,0.557,2.05e-06,-7.107,0.0349,97.993,0.076,7.0,218800.0
15355,0.177,0.647,0.614,0.0,-6.509,0.027,109.039,0.262,0.0,230748.0
15356,0.874,0.542,0.442,0.434,-12.598,0.196,119.541,0.457,0.0,152471.0
15357,0.00613,0.529,0.693,4.38e-06,-7.47,0.0262,112.012,0.448,1.0,223160.0
15358,0.359,0.549,0.715,0.0,-7.01,0.0356,134.074,0.555,10.0,229773.0
15359,0.0334,0.646,0.895,0.135,-5.397,0.0482,82.509,0.966,8.0,153054.0
15360,0.459,0.688,0.485,0.0446,-10.166,0.031,116.004,0.581,5.0,287623.0
15361,0.568,0.676,0.479,0.15,-11.438,0.028,106.018,0.323,5.0,335860.0
15362,0.00269,0.629,0.458,0.903,-8.177,0.0422,79.362,0.467,2.0,220377.0
15363,0.0436,0.624,0.718,0.00311,-5.946,0.0312,153.915,0.663,1.0,197200.0
15364,0.521,0.601,0.391,0.000919,-7.109,0.0251,140.06,0.328,3.0,238221.0
15365,0.274,0.612,0.573,0.167,-6.876,0.027,132.064,0.561,3.0,192853.0
15366,0.55,0.365,0.748,0.503,-9.145,0.0881,121.285,0.475,10.0,248560.0
15367,0.362,0.678,0.674,0.00772,-7.555,0.0266,130.965,0.651,0.0,204947.0
15368,0.437,0.481,0.67,0.000146,-7.135,0.041,137.838,0.549,5.0,255533.0
15369,0.826,0.499,0.381,0.601,-10.309,0.026,144.967,0.291,8.0,222587.0
15370,0.0881,0.659,0.858,0.00281,-7.93,0.0742,105.027,0.784,10.0,200947.0
15371,0.612,0.389,0.457,5.79e-05,-9.633,0.0359,150.684,0.521,5.0,193080.0
15372,0.825,0.484,0.19,0.00105,-11.617,0.0344,125.0,0.121,1.0,221067.0
15373,0.583,0.673,0.412,0.0182,-8.548,0.041,77.021,0.375,0.0,275863.0
15374,0.0529,0.679,0.762,0.00137,-8.113,0.0282,122.177,0.771,0.0,194376.0
15375,0.677,0.695,0.47,0.491,-12.166,0.0366,149.951,0.506,0.0,158949.0
15376,0.0269,0.566,0.751,2.41e-06,-4.995,0.0357,118.022,0.118,5.0,213187.0
15377,0.307,0.3,0.58,0.000376,-7.99,0.0407,81.569,0.22,4.0,257067.0
15378,0.0495,0.725,0.355,0.00081,-10.453,0.037,170.015,0.739,2.0,178236.0
15379,0.495,0.65,0.28,3.55e-06,-7.442,0.0305,119.939,0.103,4.0,382613.0
15380,0.619,0.374,0.319,0.00219,-12.699,0.031,113.092,0.156,0.0,185533.0
15381,0.499,0.805,0.569,0.723,-9.346,0.028,121.03,0.758,6.0,227486.0
15382,0.679,0.645,0.591,0.00295,-10.591,0.0483,129.993,0.232,2.0,291776.0
15383,0.904,0.614,0.275,2.26e-05,-8.744,0.027,130.875,0.303,3.0,197880.0
15384,0.0324,0.516,0.635,0.00187,-8.024,0.0347,150.067,0.704,3.0,195107.0
15385,0.487,0.609,0.595,1.81e-06,-6.851,0.0233,84.959,0.581,7.0,213526.0
15386,0.652,0.438,0.479,0.00147,-10.063,0.0281,81.048,0.291,1.0,266292.0
15387,0.0178,0.746,0.603,0.0139,-6.516,0.0297,127.989,0.874,5.0,219783.0
15388,0.607,0.317,0.696,0.00086,-7.844,0.0512,144.95,0.68,11.0,251747.0
15389,0.908,0.684,0.129,2.1e-06,-15.007,0.0518,93.775,0.299,6.0,158298.0
15390,0.895,0.448,0.283,0.039,-12.255,0.0282,98.02,0.188,4.0,177388.0
15391,0.708,0.613,0.481,0.000159,-7.628,0.0347,127.99,0.636,6.0,218400.0
15392,0.139,0.621,0.622,0.0,-5.608,0.0266,95.035,0.385,7.0,213720.0
15393,0.793,0.465,0.427,0.00144,-9.882,0.0276,146.09,0.214,0.0,305041.0
15394,0.859,0.436,0.315,9.69e-06,-7.57,0.0356,123.997,0.209,10.0,147854.0
15395,0.737,0.506,0.47,0.608,-8.787,0.0284,104.967,0.477,2.0,300240.0
15396,0.86,0.522,0.256,0.000806,-11.216,0.0258,76.349,0.13,10.0,296387.0
15397,0.705,0.701,0.471,0.0,-6.87,0.0859,79.103,0.696,2.0,170166.0
15398,0.946,0.652,0.243,0.034,-11.868,0.034,136.007,0.193,1.0,193936.0
15399,0.799,0.458,0.464,3.42e-05,-9.126,0.031,122.821,0.256,5.0,194267.0
15400,0.797,0.556,0.261,0.016,-11.668,0.0289,110.841,0.219,4.0,172500.0
15401,0.879,0.567,0.242,9.12e-06,-11.616,0.0487,147.299,0.35,10.0,246350.0
15402,0.872,0.73,0.205,0.0593,-15.489,0.0957,124.989,0.206,2.0,199385.0
15403,0.866,0.606,0.201,0.0,-13.639,0.0426,149.377,0.209,3.0,213867.0
15404,0.801,0.383,0.419,0.000268,-9.835,0.0564,81.206,0.211,11.0,238829.0
15405,0.624,0.55,0.501,1.74e-06,-8.527,0.0324,130.283,0.148,4.0,198373.0
15406,0.936,0.622,0.357,0.315,-15.463,0.0496,97.077,0.39,9.0,215040.0
15407,0.136,0.545,0.365,4.86e-06,-8.97,0.0396,150.125,0.233,6.0,210166.0
15408,0.0158,0.645,0.766,0.000164,-8.284,0.0872,157.963,0.665,0.0,201227.0
15409,0.741,0.444,0.44,2e-05,-11.076,0.0391,76.959,0.339,8.0,186143.0
15410,0.157,0.673,0.541,0.0239,-14.56,0.0622,145.099,0.759,8.0,217462.0
15411,0.756,0.298,0.324,2.03e-05,-9.436,0.0312,179.426,0.0628,6.0,234733.0
15412,0.829,0.731,0.337,0.417,-13.803,0.0375,116.033,0.508,9.0,172762.0
15413,0.9,0.662,0.478,6.07e-05,-10.507,0.0429,125.914,0.568,4.0,158208.0
15414,0.751,0.683,0.274,3.46e-05,-11.663,0.0356,144.041,0.508,4.0,161325.0
15415,0.757,0.37,0.409,0.00574,-11.228,0.0636,93.885,0.206,5.0,187381.0
15416,0.77,0.36,0.209,5.1e-05,-12.289,0.0322,75.349,0.213,2.0,216747.0
15417,0.657,0.772,0.52,0.0198,-8.95,0.0651,121.086,0.546,11.0,168317.0
15418,0.018,0.7,0.784,0.0,-6.337,0.0297,117.023,0.563,0.0,205733.0
15419,0.791,0.661,0.421,0.000928,-11.956,0.0526,75.004,0.599,0.0,272000.0
15420,0.812,0.36,0.351,0.0,-9.105,0.0392,180.053,0.321,0.0,185274.0
15421,0.529,0.623,0.596,0.0,-4.922,0.0407,80.547,0.656,0.0,254835.0
15422,0.938,0.575,0.185,0.0,-11.988,0.0337,128.074,0.594,6.0,204295.0
15423,0.761,0.589,0.467,0.0,-8.179,0.031,165.908,0.571,6.0,160345.0
15424,0.533,0.603,0.443,2.24e-06,-7.73,0.0288,134.891,0.421,0.0,246227.0
15425,0.833,0.607,0.347,0.0,-9.108,0.0366,122.206,0.33,11.0,139653.0
15426,0.843,0.455,0.318,0.00603,-13.524,0.0291,143.971,0.413,10.0,196425.0
15427,0.459,0.688,0.485,0.0446,-10.166,0.031,116.004,0.581,5.0,287623.0
15428,0.795,0.69,0.264,0.00247,-13.598,0.0346,134.982,0.236,1.0,215111.0
15429,0.726,0.656,0.42,6.56e-06,-9.975,0.0582,121.557,0.591,9.0,143710.0
15430,0.565,0.466,0.345,0.0466,-10.647,0.0419,149.263,0.125,7.0,138939.0
15431,0.355,0.593,0.394,0.0,-8.946,0.029,94.909,0.543,0.0,212153.0
15432,0.465,0.436,0.496,0.00341,-13.45,0.0336,86.476,0.682,0.0,210196.0
15433,0.936,0.687,0.183,0.000453,-14.343,0.0547,139.807,0.595,2.0,191296.0
15434,0.117,0.537,0.469,1.78e-06,-8.486,0.0764,175.971,0.294,5.0,195920.0
15435,0.466,0.802,0.514,3.33e-06,-7.487,0.0365,126.53,0.956,9.0,191453.0
15436,0.712,0.811,0.38,0.0,-6.235,0.0406,98.04,0.647,9.0,188058.0
15437,0.652,0.521,0.304,0.0,-10.044,0.0308,81.951,0.326,6.0,187560.0
15438,0.78,0.88,0.243,3.92e-05,-10.864,0.463,76.01,0.626,9.0,172203.0
15439,0.915,0.661,0.181,1.05e-06,-15.084,0.0392,113.971,0.291,9.0,169045.0
15440,0.407,0.593,0.539,2.31e-06,-5.946,0.0349,91.98,0.577,7.0,222814.0
15441,0.603,0.393,0.558,4.85e-05,-9.429,0.0475,112.64,0.336,3.0,178053.0
15442,0.673,0.378,0.195,0.00254,-12.423,0.03,93.071,0.356,11.0,240813.0
15443,0.452,0.638,0.538,0.000415,-8.445,0.0315,89.124,0.318,10.0,240413.0
15444,0.943,0.649,0.205,2.26e-05,-13.954,0.0687,119.771,0.138,0.0,260904.0
15445,0.396,0.819,0.554,0.000229,-6.427,0.0382,104.993,0.536,5.0,176285.0
15446,0.902,0.704,0.19,0.0,-9.033,0.0374,141.814,0.433,0.0,182535.0
15447,0.912,0.499,0.223,0.0,-15.253,0.0338,129.291,0.304,9.0,204467.0
15448,0.779,0.678,0.378,0.729,-14.108,0.0329,104.385,0.318,10.0,273151.0
15449,0.853,0.587,0.299,2.11e-06,-6.649,0.0327,96.657,0.184,2.0,190067.0
15450,0.906,0.636,0.125,0.00141,-12.926,0.0295,94.833,0.243,9.0,188825.0
15451,0.806,0.515,0.122,0.0,-11.192,0.0439,167.462,0.164,10.0,221848.0
15452,0.547,0.729,0.546,0.00287,-9.305,0.0285,119.941,0.406,7.0,212627.0
15453,0.652,0.609,0.305,0.0,-9.262,0.0322,124.178,0.416,4.0,181380.0
15454,0.905,0.569,0.146,0.00951,-12.568,0.046,116.928,0.216,6.0,281180.0
15455,0.887,0.65,0.16,0.268,-13.441,0.0704,85.884,0.301,7.0,188080.0
15456,0.229,0.581,0.687,0.0,-5.4,0.105,76.014,0.187,6.0,240600.0
15457,0.658,0.468,0.197,0.0,-11.727,0.033,144.212,0.249,4.0,243805.0
15458,0.323,0.503,0.49,0.799,-8.553,0.0279,148.884,0.68,4.0,222400.0
15459,0.888,0.631,0.274,0.00367,-12.344,0.0435,74.009,0.241,10.0,233027.0
15460,0.597,0.587,0.197,1.35e-05,-14.819,0.0324,122.052,0.205,2.0,141303.0
15461,0.884,0.581,0.151,3.41e-05,-13.845,0.0352,136.69,0.196,7.0,178173.0
15462,0.233,0.755,0.4,0.0167,-9.079,0.031,109.954,0.741,0.0,233456.0
